url,comment_user,comment_user_url,comment_date,comment,likes_number,replies_number,replies,hashtag_comment,tagged_users_in_comment,post_url,post_user,comment_id,post_id,VADER_Sentiment,TextBlob_Sentiment
https://www.instagram.com/defesacivilpi,mic███ezo███,https://www.instagram.com/michelezoo,2024-11-07T21:52:51.000Z,Quando vai ser o próximo? Já preciso,1,1,"[{""likes_number"":2,""reply"":""Oi, Michele, tudo bem? Acompanhe nossos canais para se informar sobre essa e demais oportunidades assim que atualizarmos a respeito. 👏👏 Agradecemos o interesse, vamos juntos!"",""reply_date"":""2024-11-07T23:47:26.000Z"",""reply_user"":""esc███deg███rno█████████""}]",,,https://www.instagram.com/p/DCFfCeyPB_f,def███civ███i,1.80461E+16,3.49634E+18,Neutral,Neutral
https://www.instagram.com/setur_pi,van███sa_███eve███,https://www.instagram.com/vannessa_azzevedo,2024-11-07T11:47:24.000Z,❤️❤️❤️,1,1,"[{""likes_number"":1,""reply"":""Lindo, não é ?! Ô Estado que nos enche de orgulho! ☀️♥️"",""reply_date"":""2024-11-07T12:10:13.000Z"",""reply_user"":""set███pi""}]",,,https://www.instagram.com/p/DCCOkLfPl4e,set███pi,1.84686E+16,3.49542E+18,Neutral,Neutral
https://www.instagram.com/setur_pi,lin███esl███din███,https://www.instagram.com/linhareslourdinha,2024-11-06T17:23:31.000Z,"Amei a tudo que vi em Teresina e nas cidades visitadas( São Raimundo Nonato, Amarante, e Serra e Ópera da Capivara) e a PROCISSÃO das SANFONAS!!!",2,1,"[{""likes_number"":0,""reply"":""@linhareslourdinha Que maravilha! Volte sempre e se apaixone ainda mais! 💛☀️"",""reply_date"":""2024-11-07T12:09:06.000Z"",""reply_user"":""set███pi""}]",,,https://www.instagram.com/p/DCCOkLfPl4e,set███pi,1.80417E+16,3.49542E+18,Neutral,Neutral
https://www.instagram.com/setur_pi,eli███n_b███,https://www.instagram.com/elisson_bina,2024-11-05T19:35:23.000Z,👏👏👏,2,1,"[{""likes_number"":1,""reply"":""@elisson_bina obrigado 🙏"",""reply_date"":""2024-11-05T19:47:02.000Z"",""reply_user"":""zen███mon███roo███""}]",,,https://www.instagram.com/p/DB_-0kcvn4J,set███pi,1.80231E+16,3.49479E+18,Neutral,Neutral
https://www.instagram.com/badespi_,chu███sca███tab██████,https://www.instagram.com/churrascariatabuleta,2024-11-03T11:09:35.000Z,👏👏👏👏👏,1,1,"[{""likes_number"":1,""reply"":""@churrascariatabuleta 👏👏👏"",""reply_date"":""2024-11-04T21:30:16.000Z"",""reply_user"":""bad███i_""}]",,,https://www.instagram.com/p/DB4FOZqvGOt,bad███i_,1.81141E+16,3.49256E+18,Neutral,Neutral
https://www.instagram.com/badespi_,ros███_al███ar,https://www.instagram.com/rosy_c_alencar,2024-11-02T20:09:03.000Z,👏👏👏,1,1,"[{""likes_number"":1,""reply"":""@rosy_c_alencar 👏👏👏"",""reply_date"":""2024-11-04T21:30:12.000Z"",""reply_user"":""bad███i_""}]",,,https://www.instagram.com/p/DB4FOZqvGOt,bad███i_,1.80344E+16,3.49256E+18,Neutral,Neutral
https://www.instagram.com/cojuvpiaui,soc███o_x███s,https://www.instagram.com/socorro_xaves,2024-10-30T15:04:20.000Z,Lindo e necessário,3,1,"[{""likes_number"":0,""reply"":""@socorro_xaves 😍❤"",""reply_date"":""2024-10-30T15:06:07.000Z"",""reply_user"":""coj███iau███""}]",,,https://www.instagram.com/p/DBuFUD7vMwo,coj███iau███,1.80071E+16,3.48975E+18,Neutral,Neutral
https://www.instagram.com/fapepioficial,i9n███ing███,https://www.instagram.com/i9nursing,2024-10-30T21:16:11.000Z,"Recomendamos, nossa equipe fez esse curso e sanou muitas dúvidas. após o curso tem uma mentoria de excelência.",1,1,"[{""likes_number"":0,""reply"":""@i9nursing 👏🏽👏🏽👏🏽😎 oportunidade única!"",""reply_date"":""2024-10-31T11:42:29.000Z"",""reply_user"":""fap███ofi███l""}]",,,https://www.instagram.com/p/DBv6qbHuD8c,fap███ofi███l,1.83442E+16,3.49027E+18,Neutral,Neutral
https://www.instagram.com/seid.pi,syn███.an███ssa███,https://www.instagram.com/synara.andressa,2024-10-30T13:24:38.000Z,Uma dúvida...fiz o pedido dos passes pelo aplicativo do gov.pi cidadão...onde eu vejo se foi aprovado ou não?,1,2,"[{""likes_number"":1,""reply"":""@synara.andressa bom dia! Dentro do Gov.pi, você consegue acompanhar o andamento do processo."",""reply_date"":""2024-10-30T13:27:45.000Z"",""reply_user"":""sei███i""}]",,,https://www.instagram.com/p/DBt905KJ-sE,sei███i,1.80422E+16,3.48972E+18,Neutral,Neutral
https://www.instagram.com/agespisa.oficial,cei███ha_███hec███,https://www.instagram.com/ceicinha_pacheco,2024-10-29T22:08:31.000Z,Quem está precisando de saúde física e mental e os consumidores da agespisa em Pedro II a situação aqui está séria é muita falta de respeito o que a agespisa de pedroII está fazendo com agente .,9,2,"[{""likes_number"":0,""reply"":""@ceicinha_2 Bom dia. Por favor como está o abastecimento na sua residência hoje?"",""reply_date"":""2024-10-30T10:56:17.000Z"",""reply_user"":""age███sa.███cia███""}]",,,https://www.instagram.com/p/DBtizxbuf89,age███sa.███cia███,1.80103E+16,3.4896E+18,Neutral,Negative
https://www.instagram.com/defensoriapiaui,sim███per███a.p███,https://www.instagram.com/simonepereira.pi,2024-10-29T14:19:21.000Z,👏👏👏👏👏,3,4,"[{""likes_number"":3,""reply"":""@simonepereira.pi cara Deputada Simone, agradecemos pela atenção e apoio à Defensoria Pública do Piauí"",""reply_date"":""2024-10-29T14:40:25.000Z"",""reply_user"":""car███asc███""},{""likes_number"":2,""reply"":""@carlayascar Conte comigo 🤝☺️"",""reply_date"":""2024-10-29T15:22:40.000Z"",""reply_user"":""sim███per███a.p███""},{""likes_number"":4,""reply"":""@veronica_acioly Estamos à disposição 🤝☺️"",""reply_date"":""2024-10-29T15:23:29.000Z"",""reply_user"":""sim███per███a.p███""}]",,,https://www.instagram.com/p/DBtfO59vMoQ,def███ori███aui███,1.81028E+16,3.48958E+18,Neutral,Neutral
https://www.instagram.com/fapepioficial,mli███asm███,https://www.instagram.com/mlimayasmin,2024-10-25T13:28:04.000Z,Foi ótimo! Parabéns à coordenação do evento e todos os demais participantes. 👏🏽👏🏽🤍,1,2,"[{""likes_number"":1,""reply"":""@mlimayasmin 😍😍😍 foi lindo 👏🏽"",""reply_date"":""2024-10-25T15:04:56.000Z"",""reply_user"":""fap███ofi███l""},{""likes_number"":1,""reply"":""@fapepioficial 💐💐👏🏽👏🏽👏🏽"",""reply_date"":""2024-10-25T15:29:11.000Z"",""reply_user"":""mli███asm███""}]",,,https://www.instagram.com/p/DBjAqu4vdor,fap███ofi███l,1.80789E+16,3.48663E+18,Neutral,Neutral
https://www.instagram.com/setur_pi,fer███da_███tou███,https://www.instagram.com/fernanda_slztour,2024-10-26T05:58:07.000Z,Durante a EXPO ABAV tive o prazer de conhecer o PIAUÍ em seu stand e fui presenteada com uma escovar linda e um livro de receitas que me deixou encantada.👏👏👏👏👏👏👏👏👏👏👏,2,2,"[{""likes_number"":0,""reply"":""Ficamos felizes em tê-la no nosso estande, @fernanda_slztour! Esperamos te ver em breve aqui, no Piauí."",""reply_date"":""2024-10-27T17:53:16.000Z"",""reply_user"":""set███pi""},{""likes_number"":0,""reply"":""@setur_pi com toda certeza. Vou programar minhas férias para ir, afinal somos vizinhos."",""reply_date"":""2024-10-27T17:53:56.000Z"",""reply_user"":""fer███da_███tou███""}]",,,https://www.instagram.com/p/DBj_q43P3KD,set███pi,1.79577E+16,3.48691E+18,Neutral,Neutral
https://www.instagram.com/motorsportcom,kar███mh2███,https://www.instagram.com/karwanmh267,2024-11-04T14:01:53.000Z,I have never peed in a race car too,4,1,"[{""likes_number"":0,""reply"":""@karwanmh267 cause I have never seen any"",""reply_date"":""2024-11-04T14:02:25.000Z"",""reply_user"":""kar███mh2███""}]",,,https://www.instagram.com/reel/DB4HUISvG3V,mot███por███m,1.78709E+16,3.49257E+18,Neutral,Neutral
https://www.instagram.com/badespi_,ftb███ui,https://www.instagram.com/ftbpiaui,2024-11-13T17:10:36.000Z,👏👏👏,1,1,"[{""likes_number"":0,""reply"":""@ftbpiaui 👏👏👏"",""reply_date"":""2024-11-13T19:08:25.000Z"",""reply_user"":""bad███i_""}]",,,https://www.instagram.com/p/DCUcCAHvEli,bad███i_,1.78579E+16,3.50055E+18,Neutral,Neutral
https://www.instagram.com/cojuvpiaui,lay███mat███,https://www.instagram.com/layza.matias,2024-11-09T19:30:10.000Z,👏🏾👏🏾👏🏾👏🏾❤️,2,1,"[{""likes_number"":1,""reply"":""@layza.matias 👏😍🔥"",""reply_date"":""2024-11-09T19:37:22.000Z"",""reply_user"":""coj███iau███""}]",,,https://www.instagram.com/p/DCKW3Kjv49U,coj███iau███,1.79703E+16,3.49771E+18,Neutral,Neutral
https://www.instagram.com/adapi_pi,_ce███ios███a,https://www.instagram.com/_cecilioserpa,2024-11-08T18:22:16.000Z,"Bubalinos, bovinos, caprinos, suínos, equinos",1,3,"[{""likes_number"":1,""reply"":""@_cecilioserpa 👏 tem mais ainda!!!!"",""reply_date"":""2024-11-08T18:31:33.000Z"",""reply_user"":""ada███pi""},{""likes_number"":1,""reply"":""@adapi_pi Abelhas, peixes, aves"",""reply_date"":""2024-11-08T18:34:09.000Z"",""reply_user"":""_ce███ios███a""},{""likes_number"":1,""reply"":""@_cecilioserpa muito bem, parabéns!"",""reply_date"":""2024-11-08T19:14:46.000Z"",""reply_user"":""ada███pi""}]",,,https://www.instagram.com/p/DCHnjZDyJQN,ada███pi,1.81351E+16,3.49694E+18,Neutral,Neutral
https://www.instagram.com/cojuvpiaui,vil███cam███,https://www.instagram.com/vilanycampos,2024-11-07T23:10:19.000Z,👏👏👏👏,2,1,"[{""likes_number"":1,""reply"":""@vilanycampos 😍👏"",""reply_date"":""2024-11-07T23:12:39.000Z"",""reply_user"":""coj███iau███""}]",,,https://www.instagram.com/p/DCFoEnBvyw0,coj███iau███,1.79272E+16,3.49638E+18,Neutral,Neutral
https://www.instagram.com/cendfolpiaui,luz███tel███bar██████,https://www.instagram.com/luzinetelimabarros,2024-11-05T21:02:38.000Z,Minha gratidão a essa turma maravilhosa,2,3,"[{""likes_number"":0,""reply"":""@luzinetelimabarros ❤️❤️"",""reply_date"":""2024-11-05T21:20:12.000Z"",""reply_user"":""feh███""},{""likes_number"":1,""reply"":""@luzinetelimabarros ❤️🫂"",""reply_date"":""2024-11-06T01:43:15.000Z"",""reply_user"":""edn███ma_███a""},{""likes_number"":0,""reply"":""@ednaelma_lima ❤️❤️"",""reply_date"":""2024-11-06T02:04:32.000Z"",""reply_user"":""luz███tel███bar██████""}]",,,https://www.instagram.com/p/DCAJSsFPKdg,cen███lpi███,1.84694E+16,3.49483E+18,Neutral,Neutral
https://www.instagram.com/cojuvpiaui,thi███san███lv,https://www.instagram.com/thiagosantoslv,2024-11-05T17:15:22.000Z,👏👏👏,2,1,"[{""likes_number"":0,""reply"":""@thiagosantoslv 👏🔥"",""reply_date"":""2024-11-05T17:16:34.000Z"",""reply_user"":""coj███iau███""}]",,,https://www.instagram.com/p/DB_2iAWPv6M,coj███iau███,1.80573E+16,3.49475E+18,Neutral,Neutral
https://www.instagram.com/esportes.pi,ari███go_███nda███,https://www.instagram.com/aridiego__sanda,2024-11-05T22:19:16.000Z,"Querida Talita,

Estou muito feliz com a sua medalha de ouro e as outras que você conquistou. 

No dia em que te vi treinando na Potycabana, pensei: ""Ela tem chances de ouro!"" Então, você está preparada para ser a representante do wushu no Piauí. Juntos, vamos construir a imagem e estruturar o wushu na nossa região.",2,2,"[{""likes_number"":1,""reply"":""@aridiego__sanda @talitawushu"",""reply_date"":""2024-11-05T22:19:26.000Z"",""reply_user"":""ari███go_███nda███""},{""likes_number"":1,""reply"":""@aridiego__sanda Obrigado por seu incentivo Ari! Estamos juntos nessa🙌"",""reply_date"":""2024-11-06T17:20:21.000Z"",""reply_user"":""tal███wus███""}]",,,https://www.instagram.com/p/DB9rvGzPtig,esp███es.███,1.80264E+16,3.49414E+18,Negative,Neutral
https://www.instagram.com/seid.pi,fra███mar███12,https://www.instagram.com/francimary0712,2024-11-05T17:57:05.000Z,"Muito orgulhosa de fazer parte desse projeto como coordenadora👏👏👏👏👏🙌🙌🙌parabéns ao nosso secretário Mauro Eduardo,por tanto empenho e dedicação aos PCDs.🙌👏👏👏👏❤️❤️❤️",1,1,"[{""likes_number"":0,""reply"":""@francimary0712 😍😍😍"",""reply_date"":""2024-11-06T11:18:58.000Z"",""reply_user"":""sei███i""}]",,,https://www.instagram.com/p/DB_kPaluo25,sei███i,1.80394E+16,3.49467E+18,Neutral,Neutral
https://www.instagram.com/artesanatopiauiense,use███alh███,https://www.instagram.com/usedepalha,2024-11-01T14:47:07.000Z,"Eu quero , mas não faço parte de cooperativa. Como faço",1,2,"[{""likes_number"":1,""reply"":""Olá! Para se inscrever no edital que divulgamos, é necessário que a pessoa seja artesã e tenha a Carteira Nacional do Artesão. Ou, é preciso que a artesã faça parte de uma cooperativa ou associação que esteja cadastrada no Programa do Artesanato Brasileiro (PAB). Caso ainda não tenha esses requisitos, recomendamos que procure o órgão responsável pelo artesanato, que no Piauí somos nós da SUDARPI, localizada na Central de Artesanato Mestre Dezinho em Teresina."",""reply_date"":""2024-11-01T15:04:03.000Z"",""reply_user"":""art███nat███aui██████""},{""likes_number"":1,""reply"":""@artesanatopiauiense obrigada eu tenho a carteira de artesã sim 👏👏👏,vou vê o edital"",""reply_date"":""2024-11-01T17:18:57.000Z"",""reply_user"":""use███alh███""}]",,,https://www.instagram.com/p/DB1CYKeRTcN,art███nat███aui██████,1.79381E+16,3.49171E+18,Neutral,Neutral
https://www.instagram.com/cojuvpiaui,raf███lei███,https://www.instagram.com/rafa_sleite,2024-10-29T20:30:40.000Z,Projeto Top👏,3,1,"[{""likes_number"":0,""reply"":""@rafa_sleite 😍👏"",""reply_date"":""2024-10-29T22:00:16.000Z"",""reply_user"":""coj███iau███""}]",,,https://www.instagram.com/p/DBuFUD7vMwo,coj███iau███,1.80369E+16,3.48975E+18,Neutral,Neutral
https://www.instagram.com/setur_pi,qua███ave███ras███,https://www.instagram.com/quadriaventuras,2024-10-30T23:33:48.000Z,"Assuntos muito interessantes e importantes foram abordados hoje, reunião super produtiva",1,1,"[{""likes_number"":0,""reply"":""@quadriaventuras obrigado por estar junto conosco!"",""reply_date"":""2024-10-30T23:47:46.000Z"",""reply_user"":""zen███mon███roo███""}]",,,https://www.instagram.com/p/DBw7Tq8viAq,set███pi,1.80834E+16,3.49055E+18,Positive,Positive
https://www.instagram.com/agespisa.oficial,ann███eli███,https://www.instagram.com/anna.celia25,2024-10-29T14:44:51.000Z,ENQUANTO ISSO A SAÚDE FÍSICA E MENTAL DO CONSUMIDOR  ESTÁ CADA VEZ PIORANDO QUE NINGUÉM MERECE PAGAR PELO UM SERVIÇO QUE NÃO ESTÁ SENDO PRESTADO . AGORA OS TALÕES COM VALORES ABSURDO NÃO FALTA ...AQUI EM URUÇUÍ OS FUNCIONÁRIOS COM AQUELE PÉSSIMO ATEDIMENTO QUE SÓ JESUS NA CAUSA.,1,1,"[{""likes_number"":0,""reply"":""@anna.celia25 Bom dia. Não temos registros de problemas no abastecimento de água hoje em Uruçuí. Para solicitar a visita de uma equipe, por favor entre em contato pelos telefones 0800 086 8888 ou (86) 3198-0150."",""reply_date"":""2024-10-29T14:54:32.000Z"",""reply_user"":""age███sa.███cia███""}]",,,https://www.instagram.com/p/DBtizxbuf89,age███sa.███cia███,1.80694E+16,3.4896E+18,Neutral,Negative
https://www.instagram.com/setur_pi,g_f███ran███,https://www.instagram.com/g_f_miranda,2024-10-27T18:15:39.000Z,A The Best de todo o litoral 👏🏻📸☀️🌴🌊🌅✨ @raianelobao,2,1,"[{""likes_number"":2,""reply"":""@g_f_miranda 😍"",""reply_date"":""2024-10-27T18:22:21.000Z"",""reply_user"":""rai███lob███""}]",,"[""@ra███elo███""]",https://www.instagram.com/p/DBovSOkvRTd,set███pi,1.81159E+16,3.48825E+18,Positive,Positive
https://www.instagram.com/setur_pi,edi███ene███b,https://www.instagram.com/edilenenery.b,2024-10-26T13:02:10.000Z,Nosso estado é maravilhoso e nosso calor humano é incrível...e está bem representado.,1,1,"[{""likes_number"":0,""reply"":""Nosso Piauízão é bom demais, @edilenenery.b! 😍"",""reply_date"":""2024-10-27T17:53:48.000Z"",""reply_user"":""set███pi""}]",,,https://www.instagram.com/p/DBj_q43P3KD,set███pi,1.79044E+16,3.48691E+18,Neutral,Neutral
https://www.instagram.com/makersgym,htx███dyj███ls,https://www.instagram.com/htxcandyjewels,2024-11-01T18:29:38.000Z,Do you sign up at the show if you want to be apart of?,1,1,"[{""likes_number"":0,""reply"":""@htxcandyjewels Yessir!"",""reply_date"":""2024-11-02T02:32:00.000Z"",""reply_user"":""art███con███tap███""}]",,,https://www.instagram.com/p/DBY88T2p-vx,mak███gym███,1.80306E+16,3.4838E+18,Positive,Neutral
